id_seq; Identificação da Compra; Número do Item; Modalidade; Código do CATMAT/CATSER; Item;Unidade de Fornecimento; Quantidade Ofertada; Valor Unitário;Fornecedor; Órgão; UASG - Unidade Gestora; Objeto da compra; Valor proposto unitário; Descrção; Forma da compra; Marca; Data resultado;CNPJ/CPF Fornecedor; Porte Fornecedor; Orgão Superior; Número UASG; Ano compra; Painel; Data da Compra
1616293;00006/2021;00044;Pregão;385479;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:32 GB, TIPO CARTAO:SDHC, APLICAÇÃO:ARMAZENAR FOTOS, IMAGENS E DADOS;UNIDADE;52;38;ANDERSON SOARES DE SOUZA COMERCIO DE EQUIPAMENTOS DE INFORMATICA;COMANDO DO EXERCITO;160021 - PARQUE REGIONAL DE MANUTENCAO/12/MEX/AM;Pregão Eletrônico -  Eventual aquisição de equipamentos e suprimento de informática e comunicações de uso geral, para atender as necessidades do Pq R Mnt/12 e órgãos participantes.;R$ 42,31;SISRP;LEXAR;27/10/2021;33479392000172;Micro Empresa;MINISTERIO DEFESA;160021;2021;5;MATERIAIS;R$ 38
1618776;00062/2020;00008;Pregão;443472;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:64 GB, INTERFACE:USB 3.0, VELOCIDADE LEITURA:150 MBPS, CARACTERÍSTICAS ADICIONAIS:CAPA/CORPO PLÁSTICO CUSTOMIZADO/CONF. MODELO ÓRGÃO, TIPO:PEN DRIVE;UNIDADE;30;38;ANDERSON SOARES DE SOUZA COMERCIO DE EQUIPAMENTOS DE INFORMATICA;FUNDACAO OSWALDO CRUZ;254447 - MS-INSTITUTO FERNANDES FIGUEIRA/FIOCRUZ/RJ;Pregão Eletrônico -  Aquisição de material de consumo de TI;R$ 100;SISRP;OEM;27/07/2021;33479392000172;Micro Empresa;MINISTERIO DA SAUDE;254447;2021;5;MATERIAIS;R$ 38
1619566;00026/2020;00033;Pregão;355671;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, INTERFACE:USB, TIPO:PEN DRIVE;UNIDADE;38;38;T. C. C. DE A. FERREIRA COMERCIO E SERVICO;COMANDO DO EXERCITO;160515 - COMANDO DA 2ª BRIGADA DE INFANTARIA DE SELVA;Pregão Eletrônico -  Eventual Aquisição de Materiais de Informática em proveito do Comando da 2ª Brigada de Infantaria de Selva e Organizações Militares Vinculadas.;R$ 38,49;SISRP;MULTILASER;22/07/2021;32010011000149;Micro Empresa;MINISTERIO DEFESA;160515;2021;5;MATERIAIS;R$ 38
147995;00023/2021;00002;Pregão;374603;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:64 GB, INTERFACE:USB, TIPO:PEN DRIVE;UNIDADE;43;38;SHIGEMOTO & CIA LTDA;ESTADO DE SAO PAULO;987231 - PREFEITURA MUNICIPAL DE VARGEM GRANDE DO SUL;Pregão Eletrônico -  Registro de Preço, para aquisição de equipamentos de informática, para atendimento das necessidades levantadas nos Projetos Descritivos e Quantitativos DPDI 001/2020 (Departamento de Educação- Rede Sem Fio), 002/2020 (Departamento de Saúde- Sistemas de Atendimento por Senhas), DPDI 004/2020 (Departamento de Educação- Projetores) e demais demandas de equipamentos de TIC s da Administração Municipal e Autarquias, pelo período de 12 meses;R$ 69,67;SISRP;PATRIOT;15/04/2021;28787127000111;Pequena Empresa;REPUBLICA FEDERATIVA DO BRASIL;987231;2021;5;MATERIAIS;R$ 38
1897593;00140/2021;00001;Dispensa de Licitação;462813;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:16 GB, TIPO CARTAO:MICRO SD, USO:INFORMÁTICA, APLICAÇÃO:ARMAZENAMENTO DE DADOS;UNIDADE;8;38;LEUGIM COMERCIO E SERVICOS;COMANDO DA MARINHA;791010 - CENTRO DE INTENDENCIA DA MARINHA NITEROI;Aquisição de material para o grupo de visita e inspeção.;-;SISPP;N/A;20/07/2021;11643983000109;Micro Empresa;MINISTERIO DEFESA;791010;2021;6;MATERIAIS;R$ 38
1085047;00006/2021;00005;Pregão;355671;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, INTERFACE:USB, TIPO:PEN DRIVE;UNIDADE;110;38,36;GYN COMERCIO DE PRODUTOS EM T.I EIRELI;DEPARTAMENTO DE POLICIA FEDERAL;200354 - SUPERINTENDENCIA REG.DEP.POLICIA FEDERAL - MS;Pregão Eletrônico -  Registro de preços para futuras a aquisição de materiais de processamento de dados e materiais elétricos para suprir as necessidades da Superintendência da Polícia Federal do Estado do Mato Grosso do Sul e suas unidades subordinadas, conforme condições, quantidades e  exigências estabelecidas no Edital e seus anexos.;R$ 38,36;SISRP;SANDISK;13/07/2021;30426527000143;Pequena Empresa;MINISTERIO DA JUSTICA;200354;2021;5;MATERIAIS;R$ 38,36
1617760;00019/2021;00154;Pregão;355671;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, INTERFACE:USB, TIPO:PEN DRIVE;UNIDADE;20;38,51;SCORPION INFORMATICA  EIRELI;COMANDO DO EXERCITO;160203 - 2 BATALHAO DE ENGENHARIA DE CONSTRUCAO;Pregão Eletrônico -  Material permanente e de consumo de informática, eletrônicos e equipamentos de comunicações, bem como ferramentas e peças para manutenção dos equipamentos.;R$ 39,59;SISRP;MULTILASER;15/10/2021;04567265000127;Pequena Empresa;MINISTERIO DEFESA;160203;2021;5;MATERIAIS;R$ 38,51
1616551;00019/2021;00277;Pregão;355671;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, INTERFACE:USB, TIPO:PEN DRIVE;UNIDADE;20;38,51;SCORPION INFORMATICA  EIRELI;COMANDO DO EXERCITO;160203 - 2 BATALHAO DE ENGENHARIA DE CONSTRUCAO;Pregão Eletrônico -  Material permanente e de consumo de informática, eletrônicos e equipamentos de comunicações, bem como ferramentas e peças para manutenção dos equipamentos.;R$ 39,59;SISRP;MULTILASER;15/10/2021;04567265000127;Pequena Empresa;MINISTERIO DEFESA;160203;2021;5;MATERIAIS;R$ 38,51
87026;00006/2021;00049;Pregão;467654;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, CARACTERÍSTICAS ADICIONAIS:ESTILO CANIVETE, MODELO GIRATÓRIO, TIPO:PEN DRIVE;UNIDADE;30;38,96;ALEXANDRE FREIRE;CONSELHO REG ENG. E AGRONOMIA DO TOCANTINS;389094 - CONSELHO REG DE ENG. AGRON.DO TOCANTINS;Pregão Eletrônico -  Aquisição de material de expediente , conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.;R$ 38,96;SISRP;MULTILASER;26/08/2021;39334587000100;Micro Empresa;CONSELHO REG ENG. E AGRONOMIA DO TOCANTINS;389094;2021;5;MATERIAIS;R$ 38,96
1251027;00002/2021;00013;Pregão;375052;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:64 GB, INTERFACE:USB 2.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS, VELOCIDADE GRAVAÇÃO:15 MBPS, VELOCIDADE LEITURA:20 MBPS, CARACTERÍSTICAS ADICIONAIS:RESISTENTE ÁGUA E IMPACTOS, CABO EXTENSOR USB 2.0, COMPATIBILIDADE SISTEMAS:WINDOWS XP, TIPO:PEN DRIVE;UNIDADE;50;39;QUALITY ATACADO EIRELI;COMANDO DO EXERCITO;160095 - 58 BATALHAO DE INFANTARIA MOTORIZADO-MEX/GO;Pregão Eletrônico -  Pregão 02/2021 - Aquisição de Material de Consumo de Informática;R$ 600,7;SISRP;SANDISK/MULTILASER;16/09/2021;15724019000158;Pequena Empresa;MINISTERIO DEFESA;160095;2021;5;MATERIAIS;R$ 39
