id_seq; Identificação da Compra; Número do Item; Modalidade; Código do CATMAT/CATSER; Item;Unidade de Fornecimento; Quantidade Ofertada; Valor Unitário;Fornecedor; Órgão; UASG - Unidade Gestora; Objeto da compra; Valor proposto unitário; Descrção; Forma da compra; Marca; Data resultado;CNPJ/CPF Fornecedor; Porte Fornecedor; Orgão Superior; Número UASG; Ano compra; Painel; Data da Compra
1788898;00002/2021;00001;Dispensa de Licitação;355671;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, INTERFACE:USB, TIPO:PEN DRIVE;UNIDADE;20;25;ARIOSTO CARVALHO DE OLIVEIRA 46754369353;INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA;133085 - PROJETO FUNDIARIO IMPERATRIZ;Aquisição de material de informática;-;SISPP;SIMILAR;20/05/2021;33856338000107;Micro Empresa;MINISTERIO DO DESENVOLVIMENTO AGRARIO;133085;2021;6;MATERIAIS;R$ 25
352577;00008/2021;00096;Pregão;467654;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, CARACTERÍSTICAS ADICIONAIS:ESTILO CANIVETE, MODELO GIRATÓRIO, TIPO:PEN DRIVE;UNIDADE;30;25;ALT SOLUCOES EDUCACIONAIS LTDA;ESTADO DO PARANA;987995 - PREFEITURA MUN. DE NOVA PRATA DO AGUAÇU;Pregão Eletrônico -  Contratação de empresa para fornecimento de material de expediente para utilização nas secretarias e departamentos públicos municipais e material escolar para suprir as necessidades da secretaria municipal de educação.;R$ 42,5;SISPP;MULTILASER;09/03/2021;39853444000105;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;987995;2021;5;MATERIAIS;R$ 25
497729;00043/2021;00001;Pregão;467654;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, CARACTERÍSTICAS ADICIONAIS:ESTILO CANIVETE, MODELO GIRATÓRIO, TIPO:PEN DRIVE;UNIDADE;6;25;CANAA DE CARMO DISTRIBUIDORA LTDA;ESTADO DO RIO DE JANEIRO;985905 - PREFEITURA MUN.DE SAO SEBASTIAO DO ALTO;Pregão Eletrônico -  Aquisição de suprimentos de informática para atender a demanda dos serviços da prefeitura municipal de são sebastião do alto;R$ 31,58;SISRP;MULTILASER;08/09/2021;10542335000195;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;985905;2021;5;MATERIAIS;R$ 25
1621992;00014/2021;00308;Pregão;355671;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, INTERFACE:USB, TIPO:PEN DRIVE;UNIDADE;650;25;B. TEC COMERCIO ELETRONICO LTDA;COMANDO DO EXERCITO;160204 - 25 BATALHAO DE CACADORES;Pregão Eletrônico -  Aquisição de material de expediente, limpeza, diversos, piscina e material de informática, no âmbito das UGs participantes do Grupo de Coordenação e Acompanhamento das Licitações e Contratos (GCALC), da guarnição de Teresina-PI, nos termos do parágrafo 2º, do art. 12, da Portaria nº 01, de 27 JAN 14, da Secretaria de Economia e Finanças do Exército;R$ 54;SISRP;MULTILASER;13/09/2021;32368800000156;Micro Empresa;MINISTERIO DEFESA;160204;2021;5;MATERIAIS;R$ 25
1609250;00003/2021;00020;Pregão;436435;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:8 GB, TIPO CARTAO:CARTÃO PEN DRIVE, USO:COMPATÍVEL: WINDOWS 98,2000,ME,XP,VISTA,SEVEM, LIN, CARACTERÍSTICAS ADICIONAIS:DIMENSõES: 55MM X 86MM, IMPRESSÃO PERSONALIZADA;UNIDADE;20;25;COPY IMPRESS COPIADORA LTDA;ESTADO DE MINAS GERAIS;984233 - PREFEITURA MUNICIPAL DE CANAÃ/MG;Pregão Eletrônico -  Aquisição de equipamentos e suprimentos de informática e telefonia.;R$ 35,6;SISRP;MULTILASER;03/09/2021;20089441000119;Pequena Empresa;REPUBLICA FEDERATIVA DO BRASIL;984233;2021;5;MATERIAIS;R$ 25
1430616;00007/2021;00020;Pregão;467654;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, CARACTERÍSTICAS ADICIONAIS:ESTILO CANIVETE, MODELO GIRATÓRIO, TIPO:PEN DRIVE;UNIDADE;100;25;A6 TECNOLOGIA COMERCIO E SERVICOS EIRELI;COMANDO DO EXERCITO;160472 - 5 BATALHAO DE INFANTARIA LEVE - 5 B I L;Pregão Eletrônico -  Aquisição de Material para Informatica;R$ 27,75;SISRP;SANDISK;21/07/2021;03448319000172;Pequena Empresa;MINISTERIO DEFESA;160472;2021;5;MATERIAIS;R$ 25
1164991;00001/2021;00052;Pregão;467654;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, CARACTERÍSTICAS ADICIONAIS:ESTILO CANIVETE, MODELO GIRATÓRIO, TIPO:PEN DRIVE;UNIDADE;100;25,35;W. A DOS SANTOS RIVEIRA COMERCIO E SERVICOS;UNIVERSIDADE FEDERAL DE ITAJUBA;153030 - UNIVERSIDADE FEDERAL DE ITAJUBA/MG;Pregão Eletrônico -  Registro de Preços para aquisição de materiais de consumo e permanentes para atendimento das necessidades administrativas e acadêmicas da UNIFEI, conforme condições, quantidades e exigências do Edital e seus anexos.;R$ 26,95;SISRP;LEBOSS;27/05/2021;12139758000194;Micro Empresa;MINISTERIO DA EDUCACAO;153030;2021;5;MATERIAIS;R$ 25,35
1547570;00025/2021;00031;Pregão;355671;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, INTERFACE:USB, TIPO:PEN DRIVE;UNIDADE;10;25,48;COMPUSET INFORMATICA LTDA;EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES;155903 - HOSPITAL UNIVERSITÁRIO DE JUIZ DE FORA;Pregão Eletrônico -  Sistema de Registro de preço (SRP), para aquisição de Insumos de Tecnologia da Informação (Abraçadeiras, conectores, leitor de memória, módulo de memória, mouse, toner, unidade de disco rígido, filtro linha, entre outros);R$ 500;SISRP;MAXPRINT;07/06/2021;65529489000139;Pequena Empresa;MINISTERIO DA EDUCACAO;155903;2021;5;MATERIAIS;R$ 25,48
1495158;00017/2021;00046;Pregão;467654;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, CARACTERÍSTICAS ADICIONAIS:ESTILO CANIVETE, MODELO GIRATÓRIO, TIPO:PEN DRIVE;UNIDADE;10;25,6;HYPER TECHNOLOGIES COMERCIO DE INFORMATICA E SERVICOS EIRELI;EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES;155914 - EBSERH - FILIAL HOSP UNIV ALCIDES CARNEIRO;Pregão Eletrônico -  Aquisição de Material de Consumo - Material de Expediente;R$ 100;SISRP;MULTILASER;06/05/2021;40689972000150;Pequena Empresa;MINISTERIO DA EDUCACAO;155914;2021;5;MATERIAIS;R$ 25,6
2004242;00003/2021;00003;Dispensa de Licitação;151033;MEMÓRIA FLASH;MEMÓRIA FLASH, MEMÓRIA FLASH;UNIDADE;70;25,71;BILG COMERCIO DE BRINDES E SERVICOS DE TECNOLOGIA LTDA;COMANDO DO EXERCITO;160136 - 9º GRUPAMENTO LOGISTICO;Aquisição de materiais de expediente personalizados.;-;SISPP;BG;02/02/2021;29382254000101;Micro Empresa;MINISTERIO DEFESA;160136;2021;6;MATERIAIS;R$ 25,71
174184;00009/2021;00038;Pregão;467654;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, CARACTERÍSTICAS ADICIONAIS:ESTILO CANIVETE, MODELO GIRATÓRIO, TIPO:PEN DRIVE;UNIDADE;30;25,73;ARTPROMO COMERCIO DE BRINDES E PRODUTOS PROMOCIONAIS LTDA;ESTADO DE MINAS GERAIS;928040 - CONSÓRCIO INT.DE SAÚDE DA R.DE U.CENTRO SUL;Pregão Eletrônico -  Contratação de empresas para futura e eventual aquisição de equipamentos e suprimentos de informática, em atendimento ao Consórcio Intermunicipal de Saúde da Rede de Urgência Centro Sul - CISRU Centro Sul.;R$ 50;SISRP;ARTPROMO;16/06/2021;29981443000192;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;928040;2021;5;MATERIAIS;R$ 25,73
1137270;00002/2021;00224;Pregão;355671;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, INTERFACE:USB, TIPO:PEN DRIVE;UNIDADE;100;25,78;ANDERSON SOARES DE SOUZA COMERCIO DE EQUIPAMENTOS DE INFORMATICA;COMANDO DO EXERCITO;160158 - COMANDO 13 BDA DE INFANTARIA MOTORIZADA-ME/MT;Pregão Eletrônico -  Aquisição material de comum de expediente e consumo para o Comando da 13ª Bda.;R$ 32,9;SISRP;OEM;03/08/2021;33479392000172;Micro Empresa;MINISTERIO DEFESA;160158;2021;5;MATERIAIS;R$ 25,78
