id_seq; Identificação da Compra; Número do Item; Modalidade; Código do CATMAT/CATSER; Item;Unidade de Fornecimento; Quantidade Ofertada; Valor Unitário;Fornecedor; Órgão; UASG - Unidade Gestora; Objeto da compra; Valor proposto unitário; Descrção; Forma da compra; Marca; Data resultado;CNPJ/CPF Fornecedor; Porte Fornecedor; Orgão Superior; Número UASG; Ano compra; Painel; Data da Compra
1095347;00009/2021;00337;Pregão;467654;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, CARACTERÍSTICAS ADICIONAIS:ESTILO CANIVETE, MODELO GIRATÓRIO, TIPO:PEN DRIVE;UNIDADE;100;34;COMERCIAL JR EIRELI;COMANDO DO EXERCITO;160170 - COMANDO 23 BRIGADA DE INFANTARIA DE SELVA;Pregão Eletrônico -  Aquisição de material de expediente.;R$ 53,75;SISRP;MULTILASER;04/08/2021;10459614000190;Pequena Empresa;MINISTERIO DEFESA;160170;2021;5;MATERIAIS;R$ 34
252083;00024/2021;00022;Pregão;355671;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, INTERFACE:USB, TIPO:PEN DRIVE;UNIDADE;80;34;ALEXANDRE FREIRE;ESTADO DO RIO GRANDE DO NORTE;981871 - PREFEITURA MUNICIPAL DE SITIO NOVO/RN;Pregão Eletrônico -  Contratação de empresa para futura aquisição de computadores e periféricos para atender as necessidades da Prefeitura Municipal de Sítio Novo/RN.;R$ 120;SISRP;MULTILASER;30/08/2021;39334587000100;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;981871;2021;5;MATERIAIS;R$ 34
1731445;00037/2021;00003;Dispensa de Licitação;467654;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, CARACTERÍSTICAS ADICIONAIS:ESTILO CANIVETE, MODELO GIRATÓRIO, TIPO:PEN DRIVE;UNIDADE;15;34;S&F SOLUCOES EM INFORMATICA LTDA;COMANDO DO EXERCITO;160379 - 9 BATALHAO DE INFANTARIA MOTORIZADO/RS;Material de expediente - 16, Material elétrico - 26, Material Informática - 17 (cabo, toner, pendrive);-;SISPP;COMPATÍVEL;14/06/2021;06003999000109;Micro Empresa;MINISTERIO DEFESA;160379;2021;6;MATERIAIS;R$ 34
1619941;00025/2019;00014;Pregão;151033;MEMÓRIA FLASH;MEMÓRIA FLASH, MEMÓRIA FLASH;UNIDADE;80;34,31;SCORPION INFORMATICA  EIRELI;COMANDO DA MARINHA;751212 - BASE DE HIDROGRAFIA DA MARINHA EM NITEROI;Pregão Eletrônico -  Aquisição de materiais de informática, para atender ao Serviço da Diretoria de Hidrografia da Marinha (DHN), Centro de Hidrografia da Marinha (CHM), Base de Hidrografia da Marinha em Niterói (BHMN), Centro de Auxílios à Navegação Almirante Moraes Rego (CAMR) e Grupamento de Navios Hidroceanográficos (GNHO), conforme condições, quantidades e exigências estabelecidas no Termo de Referência.;R$ 41,85;SISRP;SANDISK;28/06/2021;04567265000127;Pequena Empresa;MINISTERIO DEFESA;751212;2021;5;MATERIAIS;R$ 34,31
1230122;00035/2020;00005;Pregão;355671;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, INTERFACE:USB, TIPO:PEN DRIVE;UNIDADE;50;34,5;JAIRO ANTONIO MALLMANN CONSULTORIA;COMANDO DO EXERCITO;160002 - 4. BATALHAO DE INFANTARIA DE SELVA/MES/AC;Pregão Eletrônico -  Aquisição de Materiais Diversos - COM/SOC;R$ 60;SISRP;STARMAX BRINDES;04/02/2021;19804618000132;Micro Empresa;MINISTERIO DEFESA;160002;2021;5;MATERIAIS;R$ 34,5
503415;00079/2021;00003;Pregão;467011;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, INTERFACE:USB 2.0, CARACTERÍSTICAS ADICIONAIS:CARTÃO PLÁSTICO:(APROXIMADAMENTR) 550 X 850 X 1 MM, TIPO:PEN CARD;UNIDADE;650;34,89;ANDERSON SOARES DE SOUZA COMERCIO DE EQUIPAMENTOS DE INFORMATICA;ESTADO DO PARANA;987791 - PREFEITURA MUNICIPAL DE PRUDENTÓPOLIS/PR;Pregão Eletrônico -  Registro de Preços para aquisição de DISPOSITIVOS MÓVEIS PORTÁTEIS - TABLET 4G, PENDRIVE e NOTEBOOK, destinados à Secretaria Municipal de Educação;R$ 52,8;SISRP;OEM;02/09/2021;33479392000172;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;987791;2021;5;MATERIAIS;R$ 34,89
1620394;00016/2020;00001;Pregão;355671;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, INTERFACE:USB, TIPO:PEN DRIVE;UNIDADE;100;34,9;ICT COMERCIO, IMPORTACAO E MANUTENCAO DE ELETROELETRONICOS LTDA;MINISTERIO PUBLICO DA UNIAO;200049 - PROCURADORIA DA REPUBLICA - SP;Pregão Eletrônico -  Registro de Preços, pelo prazo de 12 meses, para aquisição de pen drive e webcam para atender necessidade das unidades da Procuradoria da República no Estado de São Paulo.;R$ 56;SISRP;KINGSTON;25/03/2021;26672935000108;Micro Empresa;MINISTERIO PUBLICO DA UNIAO;200049;2021;5;MATERIAIS;R$ 34,9
1155810;00059/2021;00025;Pregão;385479;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:32 GB, TIPO CARTAO:SDHC, APLICAÇÃO:ARMAZENAR FOTOS, IMAGENS E DADOS;UNIDADE;57;34,9;ANDERSON SOARES DE SOUZA COMERCIO DE EQUIPAMENTOS DE INFORMATICA;UNIVERSIDADE FEDERAL DO PARANA;153079 - UNIVERSIDADE FEDERAL DO PARANA;Pregão Eletrônico -  Aquisição de itens de áudio e vídeo para atender a diversas unidades da Universidade Federal do Paraná.;R$ 44,99;SISRP;LEXAR;20/09/2021;33479392000172;Micro Empresa;MINISTERIO DA EDUCACAO;153079;2021;5;MATERIAIS;R$ 34,9
248259;00011/2021;00164;Pregão;462813;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:16 GB, TIPO CARTAO:MICRO SD, USO:INFORMÁTICA, APLICAÇÃO:ARMAZENAMENTO DE DADOS;UNIDADE;5;35;PARAFARMA MEDICAMENTOS E HOSPITALAR LTDA;ESTADO DO PARA;980385 - PREFEITURA MUNICIPAL DE CUMARU DO NORTE;Pregão Eletrônico -  Registro de preço para contratação de empresa para fornecimento de materiais expediente, permanente e suplementos de informática em geral, objetivando atender as necessidades da prefeitura municipal, secretarias, fundos municipais de Cumaru do Norte/PA.;R$ 40;SISRP;SANDISK;09/04/2021;04860742000148;Pequena Empresa;REPUBLICA FEDERATIVA DO BRASIL;980385;2021;5;MATERIAIS;R$ 35
1289376;00009/2020;00023;Pregão;450532;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:64 GB, INTERFACE:USB 2.0, CARACTERÍSTICAS ADICIONAIS:CAPA/CORPO PLÁSTICO CUSTOMIZADO/CONF. MODELO ÓRGÃO, TIPO:PEN DRIVE;UNIDADE;586;35;REIS INDUSTRIA E COMERCIO DE BOLSAS E PROMOCIONAIS EIRELI;COMANDO DO EXERCITO;160196 - BASE DE ADMINISTRAÇÃO E APOIO (CMN);Pregão Eletrônico -  Aquisição de materiais de condecoração e festividades para atender as necessidades do GCALC na Guarnição de Belém.;R$ 80;SISRP;RR;18/03/2021;12533412000176;Micro Empresa;MINISTERIO DEFESA;160196;2021;5;MATERIAIS;R$ 35
