id_seq; Identificação da Compra; Número do Item; Modalidade; Código do CATMAT/CATSER; Item;Unidade de Fornecimento; Quantidade Ofertada; Valor Unitário;Fornecedor; Órgão; UASG - Unidade Gestora; Objeto da compra; Valor proposto unitário; Descrção; Forma da compra; Marca; Data resultado;CNPJ/CPF Fornecedor; Porte Fornecedor; Orgão Superior; Número UASG; Ano compra; Painel; Data da Compra
600742;00015/2021;00008;Pregão;408119;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, INTERFACE:USB 2.0, CARACTERÍSTICAS ADICIONAIS:ADAPTADOR USB RETRÁTIL, TIPO:PEN DRIVE;UNIDADE;5;5,95;AZULDATA TECNOLOGIAS EIRELI;ESTADO DO PARANA;987501 - PREF.MUN. DE CERRO AZUL;Pregão Eletrônico -  Aquisição de equipamentos de informática e eletrônicos em atendimento a Secretaria Municipal de Assistência Social.;R$ 49,23;SISPP;MULTILASER;08/06/2021;40143803000110;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;987501;2021;5;MATERIAIS;R$ 5,95
1124546;00066/2020;00113;Pregão;449835;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, INTERFACE:USB 3.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS, VELOCIDADE GRAVAÇÃO:10 MBPS, VELOCIDADE LEITURA:40 MBPS, COMPATIBILIDADE SISTEMAS:WINDOWS 7, WINDOWS 8, WINDOWS 10 E LINUX, TIPO:PEN DRIVE;UNIDADE;750;9;CBPR MATERIAIS E SERVICOS LTDA;COMANDO DA AERONAUTICA;120623 - BASE AÉREA DOS AFONSOS;Pregão Eletrônico -  Aquisição de material de expediente.;R$ 26,03;SISRP;MULTILASER;30/03/2021;03732619000189;Pequena Empresa;MINISTERIO DEFESA;120623;2021;5;MATERIAIS;R$ 9
57038;00021/2021;00011;Pregão;449835;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, INTERFACE:USB 3.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS, VELOCIDADE GRAVAÇÃO:10 MBPS, VELOCIDADE LEITURA:40 MBPS, COMPATIBILIDADE SISTEMAS:WINDOWS 7, WINDOWS 8, WINDOWS 10 E LINUX, TIPO:PEN DRIVE;UNIDADE;5;10;ALMERINDA FERREIRA DE LIMA;ESTADO DO AMAZONAS;980277 - PREFEITURA MUNICIPAL DE SILVES/AM;Pregão Eletrônico -  Aquisição de materiais e equipamentos de informática;R$ 47;SISPP;MULTILASER;27/07/2021;17778081000158;Pequena Empresa;REPUBLICA FEDERATIVA DO BRASIL;980277;2021;5;MATERIAIS;R$ 10
571466;00021/2021;00029;Pregão;427937;MEMÓRIA FLASH;MEMÓRIA FLASH, CAPACIDADE:16 GB, TIPO:PEN DRIVE, INTERFACE:USB 2.0 E WINDOWS XP/VISTA/7;UNIDADE;30;11,65;K B F COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA;ESTADO DO MARANHAO;981287 - PREFEITURA MUNICIPAL DE ZÉ DOCA;Pregão Eletrônico -  Eventuais aquisições de equipamentos e materiais de informática para o Município;R$ 38,83;SISRP;KINGSTON;02/06/2021;07544373000415;Outros;REPUBLICA FEDERATIVA DO BRASIL;981287;2021;5;MATERIAIS;R$ 11,65
1911471;00017/2021;00001;Dispensa de Licitação;460553;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:8 GB, INTERFACE:USB, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:PEN DRIVE;UNIDADE;300;14,3333;MANHUACU CONSTRUCAO, TERCEIRIZACAO E COMERCIALIZACAO DE MATERIAIS EIRELI;COMANDO DO EXERCITO;160082 - PREFEITURA MILITAR DE BRASILIA-MEX/DF;Aquisição de PenDrives, Chaveiros Mosquetão abridor e Mini plantas suculentas.;-;SISPP;TAMBASAOUSIMILAR;16/06/2021;30814518000120;Micro Empresa;MINISTERIO DEFESA;160082;2021;6;MATERIAIS;R$ 14,3333
1618870;00024/2020;00133;Pregão;460553;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:8 GB, INTERFACE:USB, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:PEN DRIVE;UNIDADE;76;15,42;ARTPROMO COMERCIO DE BRINDES E PRODUTOS PROMOCIONAIS LTDA;COMANDO DO EXERCITO;160098 - BASE ADMINISTRATIVA DA BDA DE OP.ESPECIAISS;Pregão Eletrônico -  Registro de preços para eventuais futuras aquisições de materiais de TECNOLOGIA DA INFORMAÇÃO para o Comando de Operações Especiais;R$ 26;SISRP;ARTPROMO;26/07/2021;29981443000192;Micro Empresa;MINISTERIO DEFESA;160098;2021;5;MATERIAIS;R$ 15,42
560301;00018/2021;00100;Pregão;460553;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:8 GB, INTERFACE:USB, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:PEN DRIVE;UNIDADE;200;15,5;MEPI DISTRIBUIDORA LTDA;ESTADO DA BAHIA;983713 - PREFEITURA MUNICIPAL DE MARAGOGIPE/BA;Pregão Eletrônico -  Aquisição de materiais de expediente diversos;R$ 27,04;SISRP;SANDISK;05/07/2021;19054366000171;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;983713;2021;5;MATERIAIS;R$ 15,5
2025843;00017/2021;00001;Dispensa de Licitação;396110;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:4 GB, INTERFACE:USB, VELOCIDADE GRAVAÇÃO:MÁXIMA 8 MBPS, VELOCIDADE LEITURA:MÁXIMA 20 MBPS, CARACTERÍSTICAS ADICIONAIS:CAPA/CORPO PLÁSTICO CUSTOMIZADO/CONF. MODELO ÓRGÃO, COMPATIBILIDADE SISTEMAS:WINDOWS XP/VISTA/7/MACINTOSH/LINUX.PLUG & PLAY, TIPO:PEN DRIVE;UNIDADE;100;15,678;MANHUACU CONSTRUCAO, TERCEIRIZACAO E COMERCIALIZACAO DE MATERIAIS EIRELI;MINISTERIO DEFESA;110404 - DEPARTAMENTO DE ADMINISTRAÇÃO INTERNA;Pen Card - CAPACIDADE MÍNIMA DE 4 GIGABYTES; DIMENSÕES DE 8,5 CM X 5,5 CM, PERSONALIZADOS FRENTE E VERSO;-;SISPP;TAMBASAOUSIMILAR;16/04/2021;30814518000120;Micro Empresa;MINISTERIO DEFESA;110404;2021;6;MATERIAIS;R$ 15,678
552282;00021/2021;00030;Pregão;454460;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:PEN DRIVE;UNIDADE;30;16,43;K B F COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA;ESTADO DO MARANHAO;981287 - PREFEITURA MUNICIPAL DE ZÉ DOCA;Pregão Eletrônico -  Eventuais aquisições de equipamentos e materiais de informática para o Município;R$ 54,77;SISRP;KINGSTON;02/06/2021;07544373000415;Outros;REPUBLICA FEDERATIVA DO BRASIL;981287;2021;5;MATERIAIS;R$ 16,43
47038;00057/2021;00030;Pregão;460553;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:8 GB, INTERFACE:USB, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:PEN DRIVE;UNIDADE;200;16,5;PREVENTIVA INFORMATICA COMERCIAL LTDA;ESTADO DO RIO GRANDE DO SUL;988815 - PREF.MUNICIPAL DO RIO GRANDE/RS;Pregão Eletrônico -  Aquisição de material de consumo - Materiais de Informática e elétricos para as Escolas da Rede Municipal.;R$ 32,83;SISPP;MULTILASER;18/10/2021;07688388000104;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;988815;2021;5;MATERIAIS;R$ 16,5
