id_seq; Identificação da Compra; Número do Item; Modalidade; Código do CATMAT/CATSER; Item;Unidade de Fornecimento; Quantidade Ofertada; Valor Unitário;Fornecedor; Órgão; UASG - Unidade Gestora; Objeto da compra; Valor proposto unitário; Descrção; Forma da compra; Marca; Data resultado;CNPJ/CPF Fornecedor; Porte Fornecedor; Orgão Superior; Número UASG; Ano compra; Painel; Data da Compra
1330755;00002/2021;00084;Pregão;345981;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:8 GB, INTERFACE:USB 2.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS;UNIDADE;24;28;CATARINA FERREIRA DE SOUSA;COMPANHIA DE DESENV. DO VALE DO SAO FRANCISCO;195015 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA;Pregão Eletrônico -  Eventual fornecimento de diversos materiais de consumo de uso geral, material de expediente e serviços gráficos, no âmbito da 8.ª Superintendência, em São Luis - MA;R$ 39;SISRP;MULTILASER;23/04/2021;04931991000187;Micro Empresa;MINISTERIO DA INTEGRACAO NACIONAL;195015;2021;5;MATERIAIS;R$ 28
1490511;00003/2021;00024;Pregão;394632;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:8 GB, INTERFACE:USB 2.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS, CARACTERÍSTICAS ADICIONAIS:ADAPTADOR USB RETRÁTIL, TIPO:PEN DRIVE;UNIDADE;1.500;28,22;NOGUEIRA NOBRE COMERCIO E SERVICOS LTDA;DEFENSORIA PUBLICA DA UNIAO;290002 - DEFENSORIA PUBLICA DA UNIAO;Pregão Eletrônico -  Escolha da proposta mais vantajosa para a contratação de empresa especializada em fornecimento de Materiais de Expediente, por meio do menor preço, com entrega parcelada, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.;R$ 280,6;SISRP;MAXPRINT;04/03/2021;05383313000190;Pequena Empresa;DEFENSORIA PUBLICA DA UNIAO;290002;2021;5;MATERIAIS;R$ 28,22
274897;00007/2020;00171;Pregão;366219;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, INTERFACE:USB 2.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS;UNIDADE;10;28,29;BELCLIPS DISTRIBUIDORA LTDA;CONSELHO REGIONAL DE ENFERMAGEM DE MG;926188 - CONSELHO REGIONAL DE ENFERMAGEM DE M. GERAIS;Pregão Eletrônico -  Registro de Preços para futura e eventual Aquisição de Material de Expediente, conforme especificações do Edital e seus Anexos.;R$ 1.000;SISRP;MULTILASER;21/01/2021;25897729000133;Pequena Empresa;CONSELHO REGIONAL DE ENFERMAGEM DE MG;926188;2021;5;MATERIAIS;R$ 28,29
607720;00007/2020;00063;Pregão;366219;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, INTERFACE:USB 2.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS;UNIDADE;30;28,29;BELCLIPS DISTRIBUIDORA LTDA;CONSELHO REGIONAL DE ENFERMAGEM DE MG;926188 - CONSELHO REGIONAL DE ENFERMAGEM DE M. GERAIS;Pregão Eletrônico -  Registro de Preços para futura e eventual Aquisição de Material de Expediente, conforme especificações do Edital e seus Anexos.;R$ 1.000;SISRP;MULTILASER;21/01/2021;25897729000133;Pequena Empresa;CONSELHO REGIONAL DE ENFERMAGEM DE MG;926188;2021;5;MATERIAIS;R$ 28,29
1464408;00011/2021;00020;Pregão;454460;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:PEN DRIVE;UNIDADE;100;28,38;W. A DOS SANTOS RIVEIRA COMERCIO E SERVICOS;COMANDO DA AERONAUTICA;120064 - ESCOLA DE ESPECIALISTAS DE AERONAUTICA;Pregão Eletrônico -  Aquisição de itens de Materiais de Suprimento de Informática.;R$ 39,03;SISRP;LEBOSS;29/04/2021;12139758000194;Micro Empresa;MINISTERIO DEFESA;120064;2021;5;MATERIAIS;R$ 28,38
3587;00035/2021;00015;Pregão;454460;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:PEN DRIVE;UNIDADE;500;28,44;BIDDING COMERCIO E SERVICOS EIRELI;TRIBUNAL DE JUSTIçA DO ESTADO DE MATO GROSSO;925007 - TRIBUNAL DE JUSTICA DO ESTADO DE MATO GROSSO;Pregão Eletrônico -  Registro de Preço para futura e eventual contratação de pessoa jurídica capacitada para o fornecimento de materiais de consumo diversos, por meio do Sistema de Registro de Preços. Aquisição de materiais de consumo (água mineral, Bandeira do Poder Judiciário, Caixa arquivo, Coador de café, Fita Crepe, Garrafa termica, Grampo acobreado, inseticida, pano de prato, pastaplastica, pen drive 32gb, Plaqueta de Patrimônio, regua, xícara).;R$ 100;SISRP;MAXPRINT;22/09/2021;41912094000152;Pequena Empresa;TRIBUNAL DE JUSTIçA DO ESTADO DE MATO GROSSO;925007;2021;5;MATERIAIS;R$ 28,44
1609278;00009/2021;00013;Pregão;449835;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, INTERFACE:USB 3.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS, VELOCIDADE GRAVAÇÃO:10 MBPS, VELOCIDADE LEITURA:40 MBPS, COMPATIBILIDADE SISTEMAS:WINDOWS 7, WINDOWS 8, WINDOWS 10 E LINUX, TIPO:PEN DRIVE;UNIDADE;15;28,45;PREVENTIVA INFORMATICA COMERCIAL LTDA;ESTADO DO RIO DE JANEIRO;926690 - CONSELHO REGIONAL DE ODONTOLOGIA - RJ;Pregão Eletrônico -  Registro de preços para aquisição de materiais diversos de informática e smartphone, conforme condições, quantidades e exigências estabelecidas no Edital e anexos.;R$ 35;SISRP;MULTILASER;14/09/2021;07688388000104;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;926690;2021;5;MATERIAIS;R$ 28,45
186626;00001/2021;00001;Pregão;449835;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, INTERFACE:USB 3.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS, VELOCIDADE GRAVAÇÃO:10 MBPS, VELOCIDADE LEITURA:40 MBPS, COMPATIBILIDADE SISTEMAS:WINDOWS 7, WINDOWS 8, WINDOWS 10 E LINUX, TIPO:PEN DRIVE;UNIDADE;30;28,5;T. C. C. DE A. FERREIRA COMERCIO E SERVICO;MINISTERIO PUBLICO DA UNIAO;380006 - PROCURADORIA DA REPUBLICA/RR;Pregão Eletrônico -  Registro de preço para aquisição imediata e futura, sob demanda, de material de consumo de processamento de dados (toners, pendrives, cabos) e bens do plano de metas 2020.;R$ 29,14;SISRP;MULTILASER;14/05/2021;32010011000149;Micro Empresa;MINISTERIO PUBLICO DA UNIAO;380006;2021;5;MATERIAIS;R$ 28,5
217990;00003/2020;00006;Pregão;454460;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:PEN DRIVE;UNIDADE;7;28,57;HYPER TECHNOLOGIES COMERCIO DE INFORMATICA E SERVICOS EIRELI;ESTADO DO MARANHAO;453056 - SECRETARIA DE ESTADO DE DIR. HUMAN. PART. POP;Pregão Eletrônico -  Aquisição de equipamentos de informática, materiais permanentes, mobiliário, áudio e   vídeo conforme quantitativos e detalhamento do objeto, ambos contidos no Termo de Referência  (Anexo I), partes integrantes deste edital. A abrangência dos equipamentos deste TR restringe-se à Secretaria de Estado de Direitos Humanos e Participação Popular SEDIHPOP, Secretaria Extraordinária da Juventude-SEEJUV,Secretaria Extraordinária da Igualdade Social SEIR e Conselhos Estaduais Vinculados;R$ 46,41;SISPP;MAXPRINT;02/09/2021;40689972000150;Pequena Empresa;REPUBLICA FEDERATIVA DO BRASIL;453056;2021;5;MATERIAIS;R$ 28,57
267637;00078/2021;00058;Pregão;454460;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:PEN DRIVE;UNIDADE;120;28,6;C ALBERJAN REIS GONCALVES EIRELI;ESTADO DO RIO DE JANEIRO;926850 - FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA;Pregão Eletrônico -  Registro de preços para futura e eventual aquisição de materiais de escritório em geral, para a Secretaria Municipal de Saúde/PMVR;R$ 37,58;SISRP;MULTILASER;28/10/2021;06539978000102;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;926850;2021;5;MATERIAIS;R$ 28,6
