id_seq; Identificação da Compra; Número do Item; Modalidade; Código do CATMAT/CATSER; Item;Unidade de Fornecimento; Quantidade Ofertada; Valor Unitário;Fornecedor; Órgão; UASG - Unidade Gestora; Objeto da compra; Valor proposto unitário; Descrção; Forma da compra; Marca; Data resultado;CNPJ/CPF Fornecedor; Porte Fornecedor; Orgão Superior; Número UASG; Ano compra; Painel; Data da Compra
199227;00080/2021;00021;Pregão;430834;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:4 TB., INTERFACE:CONEXÃO USB 3.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:HARD DISK EXTERNO;UNIDADE;6;670;TIMOTEO SPERANDIO;ESTADO DO PARANA;985487 - PREFEITURA MUNICIPAL DE MARIPA;Pregão Eletrônico -  Aquisição(ões) de equipamentos de informática e eletrônicos para reequipar as estruturas e manter as atividades das secretarias do Município de Maripá/PR.;-;SISRP;TOSHIBA;05/11/2021;08836574000106;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;985487;2021;5;MATERIAIS;R$ 670
1212270;00001/2021;00004;Pregão;235465;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:128 MB, INTERFACE:USB, APLICAÇÃO:ARMAZENAMENTO DE ARQUIVOS;UNIDADE;4;695;M.F.MARTINS - INFORMATICA LTDA;COMANDO DO EXERCITO;160415 - DEPOSITO DE SUBSISTENCIA SANTA MARIA/RS;Pregão Eletrônico -  Aquisição de material de Tecnologia da Informação e Comunicações - TIC.;R$ 877,63;SISRP;SEAGATE;25/03/2021;09246989000192;Pequena Empresa;MINISTERIO DEFESA;160415;2021;5;MATERIAIS;R$ 695
1100017;00077/2021;00028;Pregão;430834;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:4 TB., INTERFACE:CONEXÃO USB 3.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:HARD DISK EXTERNO;UNIDADE;13;699,99;SG COMERCIO DE PRODUTOS ELETRONICOS LTDA;UNIVERSIDADE FEDERAL DO PARANA;153079 - UNIVERSIDADE FEDERAL DO PARANA;Pregão Eletrônico -  Aquisição de itens de consumo de Tecnologia da Informação para atender às necessidades de diversas unidades da Universidade Federal do Paraná;R$ 841,41;SISRP;SEAGATE;15/09/2021;26423448000101;Pequena Empresa;MINISTERIO DA EDUCACAO;153079;2021;5;MATERIAIS;R$ 699,99
1455306;00077/2021;00011;Pregão;430834;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:4 TB., INTERFACE:CONEXÃO USB 3.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:HARD DISK EXTERNO;UNIDADE;114;699,99;SG COMERCIO DE PRODUTOS ELETRONICOS LTDA;UNIVERSIDADE FEDERAL DO PARANA;153079 - UNIVERSIDADE FEDERAL DO PARANA;Pregão Eletrônico -  Aquisição de itens de consumo de Tecnologia da Informação para atender às necessidades de diversas unidades da Universidade Federal do Paraná;R$ 841,41;SISRP;SEAGATE;15/09/2021;26423448000101;Pequena Empresa;MINISTERIO DA EDUCACAO;153079;2021;5;MATERIAIS;R$ 699,99
593131;44605/2021;00002;Pregão;467011;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, INTERFACE:USB 2.0, CARACTERÍSTICAS ADICIONAIS:CARTÃO PLÁSTICO:(APROXIMADAMENTR) 550 X 850 X 1 MM, TIPO:PEN CARD;UNIDADE;360;740,99;ADVANTECH BRASIL LTDA;FURNAS-CENTRAIS ELETRICAS S.A.;910809 - CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A;Pregão Eletrônico -  Composição de Ata de Registro de Preços para aquisição de equipamentos da Rede de Supervisão de Sistemas   RSS, para modernização das instalações de transmissão e de geração de energia elétrica da Eletronorte.;R$ 846,86;SISRP;LRLINK;25/06/2021;03800074000281;Outros;MINISTERIO DE MINAS E ENERGIA;910809;2021;5;MATERIAIS;R$ 740,99
1616753;00002/2021;00031;Pregão;430834;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:4 TB., INTERFACE:CONEXÃO USB 3.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:HARD DISK EXTERNO;UNIDADE;60;747,67;LOGCOM SISTEMA INTELIGENTE DE COMUNICACAO EIRELI;DEPARTAMENTO DE POLICIA FEDERAL;200378 - SUPERINTENDENCIA REG.DEP.POLICIA FEDERAL - RO;Pregão Eletrônico -  Registro de preços para eventual aquisição de materiais de consumo e permanentes, como gêneros alimentícios, materiais de expediente, suprimentos de informática, bebedouros e desumidificadores, entre outros.;R$ 747,67;SISRP;SEAGATE;24/08/2021;37698544000189;Micro Empresa;MINISTERIO DA JUSTICA;200378;2021;5;MATERIAIS;R$ 747,67
1619843;00019/2021;00152;Pregão;430834;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:4 TB., INTERFACE:CONEXÃO USB 3.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:HARD DISK EXTERNO;UNIDADE;7;749,7;W R DO CARMO INFORMATICA;COMANDO DO EXERCITO;160203 - 2 BATALHAO DE ENGENHARIA DE CONSTRUCAO;Pregão Eletrônico -  Material permanente e de consumo de informática, eletrônicos e equipamentos de comunicações, bem como ferramentas e peças para manutenção dos equipamentos.;R$ 867,45;SISRP;SEAGATE;15/10/2021;28184495000175;Pequena Empresa;MINISTERIO DEFESA;160203;2021;5;MATERIAIS;R$ 749,7
1223468;00003/2021;00046;Pregão;430834;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:4 TB., INTERFACE:CONEXÃO USB 3.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:HARD DISK EXTERNO;UNIDADE;12;762,5;WINPRESS COMERCIO DE SERVICOS DE EQUIPAMENTO DE ESCRITORIO LTDA;COMANDO DO EXERCITO;160360 - 6 BATALHAO DE COMUNICACAO DIVISIONARIO/RS;Pregão Eletrônico -  Pregão para registro de preços, visando eventual aquisição de material de TIC(Tecnologia de Informação e Comunicação) para atender as necessidades do 6º B Com e demais órgãos da Administração Pública que por ventura manifestem interesse, conforme condições, quantidades e exigências estabelecidas no edital e seus anexos.;R$ 848,67;SISRP;SEAGATE;28/09/2021;21923224000145;Micro Empresa;MINISTERIO DEFESA;160360;2021;5;MATERIAIS;R$ 762,5
535713;00001/2021;00017;Pregão;430834;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:4 TB., INTERFACE:CONEXÃO USB 3.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:HARD DISK EXTERNO;UNIDADE;20;775,5;PREVENTIVA INFORMATICA COMERCIAL LTDA;MINISTERIO PUBLICO DA UNIAO;200096 - PROCURADORIA REG.TRAB. DA 15ª REGIÃO/SP;Pregão Eletrônico -  Registro de Preços para eventual aquisição de material de almoxarifado em benefício da Procuradoria Regional do Trabalho da 15ª Região;R$ 775,9;SISRP;SEAGATE;15/04/2021;07688388000104;Micro Empresa;MINISTERIO PUBLICO DA UNIAO;200096;2021;5;MATERIAIS;R$ 775,5
1622693;00204/2021;00002;Pregão;430834;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:4 TB., INTERFACE:CONEXÃO USB 3.0, APLICAÇÃO:ARMAZENAMENTO DE DADOS, TIPO:HARD DISK EXTERNO;UNIDADE;576;776;GYN COMERCIO DE PRODUTOS EM T.I EIRELI;FUNDACAO UNIVERSIDADE DE BRASILIA;154040 - FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA - FUB;Pregão Eletrônico -  Contratação de empresa para o fornecimento de dispositivos de memória portátil para microcomputador, capacidade memória: 2 TB e 4 TB, interface: conexão USB 3.0, aplicação: armazenamento de dados, tipo: hard disk externo para atender a Universidade de Brasília (UnB), conforme condições, quantidades e exigências estabelecidas neste instrumento.;R$ 786,97;SISRP;ADATA;06/08/2021;30426527000143;Pequena Empresa;MINISTERIO DA EDUCACAO;154040;2021;5;MATERIAIS;R$ 776
