id_seq; Identificação da Compra; Número do Item; Modalidade; Código do CATMAT/CATSER; Item;Unidade de Fornecimento; Quantidade Ofertada; Valor Unitário;Fornecedor; Órgão; UASG - Unidade Gestora; Objeto da compra; Valor proposto unitário; Descrção; Forma da compra; Marca; Data resultado;CNPJ/CPF Fornecedor; Porte Fornecedor; Orgão Superior; Número UASG; Ano compra; Painel; Data da Compra
257157;00044/2021;00016;Pregão;355671;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, INTERFACE:USB, TIPO:PEN DRIVE;UNIDADE;425;29;ANDERSON SOARES DE SOUZA COMERCIO DE EQUIPAMENTOS DE INFORMATICA;ESTADO DE MINAS GERAIS;985041 - PREF.MUN.DE PONTE NOVA;Pregão Eletrônico -  Registro de preços para aquisição de suprimentos de informática para atender às diversas Secretarias do Município.;-;SISRP;OEM/WERNETECH;05/11/2021;33479392000172;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;985041;2021;5;MATERIAIS;R$ 29
1977674;00122/2021;00006;Dispensa de Licitação;467654;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, CARACTERÍSTICAS ADICIONAIS:ESTILO CANIVETE, MODELO GIRATÓRIO, TIPO:PEN DRIVE;UN;2;29;ATAINFO COMPUTADORES EIRELI;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;153114 - UFRS-UNIVERSIDADE FEDERAL DO RS/RS;Materiais indispensáveis para o funcionamento do laboratório.;-;SISPP;ATAINFO;29/10/2021;24914443000156;Micro Empresa;MINISTERIO DA EDUCACAO;153114;2021;6;MATERIAIS;R$ 29
1795473;00024/2021;00001;Dispensa de Licitação;151033;MEMÓRIA FLASH;MEMÓRIA FLASH, MEMÓRIA FLASH;UNIDADE;10;29;FABIO SOARES PINTO EIRELI;COMANDO DO EXERCITO;160403 - 6 GRUPO DE ARTILHARIA DE CAMPANHA/RS;Aquisição de pendrives e cabo de áudio destinados a reunião de comando da 6ªDE.;-;SISPP;NI;03/03/2021;95213591000191;Pequena Empresa;MINISTERIO DEFESA;160403;2021;6;MATERIAIS;R$ 29
1146402;00065/2021;00019;Pregão;462813;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:16 GB, TIPO CARTAO:MICRO SD, USO:INFORMÁTICA, APLICAÇÃO:ARMAZENAMENTO DE DADOS;UNIDADE;106;29,09;SCORPION INFORMATICA  EIRELI;INST.FED. DE EDUC., CIENC. E TEC. CATARINENSE;158125 - INST.FED.DE EDUC., CIENC. E TEC. CATARINENSE;Pregão Eletrônico -  Escolha da proposta mais vantajosa para o Registro de Preços para eventual de consumíveis e softwares de informática (TI) para atender às necessidades do Instituto Federal Catarinense, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.;R$ 49,99;SISRP;SANDISK;10/09/2021;04567265000127;Pequena Empresa;MINISTERIO DA EDUCACAO;158125;2021;5;MATERIAIS;R$ 29,09
1112271;00018/2021;00022;Pregão;462813;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:16 GB, TIPO CARTAO:MICRO SD, USO:INFORMÁTICA, APLICAÇÃO:ARMAZENAMENTO DE DADOS;UNIDADE;33;29,18;SCORPION INFORMATICA  EIRELI;FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS;154502 - FUNDAÇÃO UNIV. FEDERAL DA GRANDE DOURADOS;Pregão Eletrônico -  Aquisição de Materiais de Processamento de Dados, Áudio e Vídeo;R$ 30,16;SISRP;SANDISK;01/09/2021;04567265000127;Pequena Empresa;MINISTERIO DA EDUCACAO;154502;2021;5;MATERIAIS;R$ 29,18
100018;00001/2021;00052;Pregão;467654;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:16 GB, CARACTERÍSTICAS ADICIONAIS:ESTILO CANIVETE, MODELO GIRATÓRIO, TIPO:PEN DRIVE;UNIDADE;30;29,4;MAGAZINE COMPLETTA LTDA;ESTADO DA BAHIA;983475 - PREFEITURA MUNICIPAL DE CONTENDAS DO SINCORÁ;Pregão Eletrônico -  Registro de Preços para futura e eventual aquisição de material didático e de expediente para atendimento de todas as Secretarias do Município de Contendas do Sincorá.;R$ 49;SISRP;SANDISK;12/02/2021;23951678000155;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;983475;2021;5;MATERIAIS;R$ 29,4
1447009;00039/2021;00052;Pregão;355671;MEMÓRIA PORTÁTIL MICROCOMPUTADOR;MEMÓRIA PORTÁTIL MICROCOMPUTADOR, CAPACIDADE MEMÓRIA:32 GB, INTERFACE:USB, TIPO:PEN DRIVE;UNIDADE;144;29,7;ANDERSON SOARES DE SOUZA COMERCIO DE EQUIPAMENTOS DE INFORMATICA;INST. FED. DE EDUC., CIENC. E TEC. DO PARANá;158009 - INSTITUTO FEDERAL DO PARANÁ;Pregão Eletrônico -  Escolha de proposta mais vantajosa para futuras aquisições de bens de HARDWARE PERIFÉRICOS E ACESSÓRIOS DE INFORMÁTICA , Objeto nº 25 do Calendário de Compras e Licitações de 2021 (CCL 2021) para atender as demandas dos diversos campi do Instituto Federal do Paraná - IFPR.;R$ 39,5;SISRP;OEM/WERNETECH;26/10/2021;33479392000172;Micro Empresa;MINISTERIO DA EDUCACAO;158009;2021;5;MATERIAIS;R$ 29,7
233923;00014/2021;00009;Pregão;462813;MEMÓRIA EM CARTÃO MAGNÉTICO;MEMÓRIA EM CARTÃO MAGNÉTICO, CAPACIDADE MEMÓRIA:16 GB, TIPO CARTAO:MICRO SD, USO:INFORMÁTICA, APLICAÇÃO:ARMAZENAMENTO DE DADOS;UNIDADE;40;29,72;R DE J S MADEIRA COMERCIO;ESTADO DO MARANHAO;980126 - PREFEITURA MUNICIPAL DE BOA VISTA DO GURUPI;Pregão Eletrônico -  Eventuais aquisições de equipamentos e materiais de informática para o Município.;R$ 29,72;SISRP;SANDISK;17/09/2021;32449032000165;Micro Empresa;REPUBLICA FEDERATIVA DO BRASIL;980126;2021;5;MATERIAIS;R$ 29,72
1607536;00002/2021;00018;Pregão;151033;MEMÓRIA FLASH;MEMÓRIA FLASH, MEMÓRIA FLASH;UNIDADE;50;29,89;ANDERSON SOARES DE SOUZA COMERCIO DE EQUIPAMENTOS DE INFORMATICA;CONSELHO REG.DE ENG.ARQ.E AGRON. DE GOIAS;389422 - CONSELHO REG.DE ENG.ARQ.E AGRON. DE GOIAS;Pregão Eletrônico -  Registro de Preços para eventual aquisição de equipamentos, suprimentos e peças de informática, para o Conselho Regional de Engenharia e  Agronomia de Goiás   CREA-GO.;R$ 42,5;SISRP;OEM;23/07/2021;33479392000172;Micro Empresa;CONSELHO REG.DE ENG.ARQ.E AGRON. DE GOIAS;389422;2021;5;MATERIAIS;R$ 29,89
1619732;00011/2021;00088;Pregão;151033;MEMÓRIA FLASH;MEMÓRIA FLASH, MEMÓRIA FLASH;UNIDADE;95;29,9;ANDERSON SOARES DE SOUZA COMERCIO DE EQUIPAMENTOS DE INFORMATICA;COMANDO DO EXERCITO;160531 - ESCOLA DE APERFEICOAMENTO DE SARGENTOS;Pregão Eletrônico -  Aquisição de material de consumo para os equipamentos de tecnologia da informação e comunicações.;R$ 44;SISRP;OEM;16/09/2021;33479392000172;Micro Empresa;MINISTERIO DEFESA;160531;2021;5;MATERIAIS;R$ 29,9
